name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
Next Age café,"Rome, Italy","Via dei Colli Albani, 3-5, 00179 Roma RM, Italy",06 782 5318,,,4.3,324.0,cafe,,,,,,
Riccardo Taliani Banqueting,"Rome, Italy","Via Genova, 26, 00184 Roma RM, Italy",327 899 3543,https://talianiroma.it/,talianiroma.it,4.6,1313.0,cafe,,https://www.facebook.com/talianiromabar/,https://www.instagram.com/talianiroma__/,,,"036768219469, 012981934991733, 047684130259296"
Bar Antico Caffe,"Rome, Italy","P.za di Sant'Apollonia, 1, 00153 Roma RM, Italy",,,,4.1,408.0,cafe,,,,,,
Caffè Roma,"Rome, Italy","Via del Colosseo, 31, 00184 Roma RM, Italy",06 8629 2200,https://instagram.com/cafferomacolosseo?utm_medium=copy_link,instagram.com,3.0,1090.0,cafe,,,,,,
Moma Caffè,"Rome, Italy","Via Lazio, 17, 00187 Roma RM, Italy",06 6941 0040,,,4.2,207.0,cafe,,,,,,
Xtra One Coffee,"Rome, Italy","Via Lombardia, 19/21, 00187 Roma RM, Italy",06 4566 6327,,,4.2,281.0,cafe,,,,,,
ThRoof Roma,"Rome, Italy","Via Barberini, 50, 00187 Roma RM, Italy",375 778 3526,https://www.throof.it/,throof.it,4.8,18.0,cafe,info@throof.it,https://www.facebook.com/QodeInteractive/,https://www.instagram.com/qodeinteractive/,,"eventi@throof.it, info@throof.it","025-10-12 12, +393757783526"
Caffè Palombini,"Rome, Italy","P.le Konrad Adenauer, 12, 00144 Roma RM, Italy",06 591 1700,https://www.palombini.com/,palombini.com,4.0,7105.0,cafe,info@palombini.com,https://www.facebook.com/Palombiniroma,https://www.instagram.com/palombini_roma/,https://www.linkedin.com/company/gruppo-palombini-roma/,"info@palombini.com, ricevimenti@palombini.com, augusto.imperatore@palombini.com","+39 06 45497500, 065911700, 000000000000000"
One Way Bar,"Rome, Italy","Via Torino, 35, 00184 Roma RM, Italy",06 3107 3372,https://onewaybar.eatbu.com/,onewaybar.eatbu.com,4.2,126.0,cafe,Arion_koco@yahoo.it,,,,"arion_koco@yahoo.it, Arion_koco@yahoo.it","0490-0491, 01563 1 26, 00781 22 36 22"
Rooftop Jim's Bar,"Rome, Italy","Via Alessandro Specchi, 10, 00186 Roma RM, Italy",06 697 6161,https://singerpalacehotel.com/rooftop-jims-bar/?utm_source=google&utm_medium=organic&utm_campaign=gmb,singerpalacehotel.com,4.6,454.0,bar,welcome@singerpalacehotel.com,https://www.facebook.com/singerpalacehotel,https://www.instagram.com/singerpalacehotel/,,"%20welcome@singerpalacehotel.com, welcome@singerpalacehotel.com","+39066976161, 04 119 393 8, +39 06 697 6161"
Bar dei Congressi,"Rome, Italy","Viale della Civiltà del Lavoro, 126, 00144 Roma RM, Italy",,https://www.facebook.com/semar3017/,facebook.com,4.3,183.0,bar,,https://www.facebook.com/semar3017,,,,"0527729926248, 056839232, 075684469438"
Bar River,"Rome, Italy","Lungotevere Maresciallo Diaz, 17, 00135 Roma RM, Italy",06 323 6919,https://barriver.shop/,barriver.shop,4.3,773.0,bar,,,,,,"0383199999999, +39 06 323 6919, 09237054054"
Bar Tabacchi,"Rome, Italy","Via di Porta Cavalleggeri, 13, 00165 Roma RM, Italy",348 665 6312,,,4.4,36.0,bar,,,,,,
Bar Casina Prati,"Rome, Italy","Piazza delle Cinque Giornate, 00195 Roma RM, Italy",06 321 3149,,,4.5,24.0,bar,,,,,,
Yellow Bar,"Rome, Italy","Via Palestro, 40, 00185 Roma RM, Italy",06 4470 2868,https://yellowsquare.com/rome/it/eat-and-party/benvenuto-allo-yellow-bar-il-cuore-di-yellowsquare/,yellowsquare.com,4.2,3302.0,bar,,,,,,
Bar Mancini 5,"Rome, Italy","Piazza Antonio Mancini, 5, 00196 Roma RM, Italy",,https://instagram.com/bar.mancini5?igshid=OGQ5ZDc2ODk2ZA==,instagram.com,3.8,12.0,bar,,,,,,
Mirko Bar,"Rome, Italy","Via Alessandro Torlonia, 37, 00161 Roma RM, Italy",,,,4.2,42.0,bar,,,,,,
Dany's Bar,"Rome, Italy","Viale Europa, 123, 00144 Roma RM, Italy",06 5422 1434,,,4.0,156.0,bar,,,,,,
RI' Bar Caffetteria,"Rome, Italy","Via Taranto, 28, 00182 Roma RM, Italy",06 700 0930,,,4.4,114.0,bar,,,,,,
Juice Bar,"Rome, Italy","Presso Stazione di Roma Termini, Via Marsala, 25, 00185 Roma RM, Italy",06 4807 0664,http://www.chefexpress.it/,chefexpress.it,2.2,112.0,bar,,https://www.facebook.com/ChefExpressItalia,https://www.instagram.com/chefexpress4u/,https://www.linkedin.com/company/chefexpress/,,"071074251365, 00876120213, 00 400 403"
SNACK BAR illy,"Rome, Italy","00184 Rome, Metropolitan City of Rome Capital, Italy",,,,3.5,266.0,bar,,,,,,
Bar Giulia,"Rome, Italy","Via Alberto Bolognetti, 29, 00167 Roma RM, Italy",348 602 7274,,,4.2,144.0,bar,,,,,,
Bar antica roma,"Rome, Italy","Via Sestio Menas, 2, 00175 Roma RM, Italy",,,,4.3,9.0,bar,,,,,,
Bar Pasticceria Pulcini,"Rome, Italy","Via Ferdinando Palasciano, 23, 00151 Roma RM, Italy",06 5823 3217,,,4.4,243.0,bar,,,,,,
Bar Dei Sardi,"Rome, Italy","Via dei Castani, 275, 00171 Roma RM, Italy",06 259 7044,,,4.4,82.0,bar,,,,,,
Bar Mattia,"Rome, Italy","Via Clodomiro Bonfigli, 58, 00168 Roma RM, Italy",06 8391 0694,,,4.2,71.0,bar,,,,,,
Bar La Mucchetta,"Rome, Italy","Via Jacopo Sannazzaro, 65, 00141 Roma RM, Italy",06 817 4171,,,4.1,165.0,bar,,,,,,
Bar Lupone,"Rome, Italy","Via Pietro Bembo, 4, 00168 Roma RM, Italy",06 3550 3878,,,4.0,128.0,bar,,,,,,
Bar Angeli,"Rome, Italy","Via Candia, 131, 00192 Roma RM, Italy",06 3972 1306,,,4.0,108.0,bar,,,,,,
Bar Gelateria Fima,"Rome, Italy","P.za di Sant'Apollonia, 9, 00153 Roma RM, Italy",,,,5.0,5.0,bar,,,,,,
Bar Smeraldo,"Rome, Italy","a 32, Via Cornelia, 00166 Roma RM, Italy",338 812 8155,http://www.facebook.com/Bar-Smeraldo-319097431530004/?fref=ts,facebook.com,4.5,55.0,bar,,https://www.facebook.com/login,,,,"02047449186, 056839232, 075684469438"
Eventi Bar,"Rome, Italy","Via dei Bentivoglio, 23, 00163 Roma RM, Italy",06 6066 7160,,,4.2,163.0,bar,,,,,,
Bar della Pace,"Rome, Italy","Via della Pace, 3, 00186 Roma RM, Italy",06 9826 1850,http://www.bardellapace.it/,bardellapace.it,4.6,485.0,bar,,https://www.facebook.com/bardellapaceroma,https://www.instagram.com/bardellapace_official,https://www.linkedin.com/company/studio-legale-martucci-schisa,"info@bardellapace.it, esempio@mail.com","07161412591, 00 288 817 28, 08 896 708"
Bar dello Studente,"Rome, Italy","Via Cesare Lombroso, 9, 00168 Roma RM, Italy",,,,4.1,50.0,bar,,,,,,
Little Bar,"Rome, Italy","Via Giuseppe Ghislieri, 35, 00152 Roma RM, Italy",351 005 9045,,,4.0,35.0,bar,,,,,,
Zomzomatsrls Bar Tuscolana,"Rome, Italy","Via Scribonio Curione, 10, 00175 Roma RM, Italy",327 225 4798,,,5.0,1.0,bar,,,,,,
Piccolo Bar,"Rome, Italy","Via Ludovico di Monreale, 1, 00152 Roma RM, Italy",340 168 7010,,,5.0,24.0,bar,,,,,,
Bar Sporting,"Rome, Italy","P.za Amilcare Zamorani, 10, 00157 Roma RM, Italy",06 4173 1239,,,4.5,149.0,bar,,,,,,
MMF Dubai Bar,"Rome, Italy","Via Cavour, 252, 00184 Roma RM, Italy",351 065 9669,,,4.7,11.0,bar,,,,,,
Il Bar della Musa,"Rome, Italy","Largo del Nazareno, 25, 00187 Roma RM, Italy",06 692521,https://www.palazzotalia.com/en/drink-and-dine/il-bar-della-musa.html?utm_source=google&utm_medium=local&utm_campaign=googlemybusiness,palazzotalia.com,4.3,271.0,bar,bar@palazzotalia.com,,https://www.instagram.com/palazzo.talia/,https://www.linkedin.com/showcase/palazzotalia/,"info@palazzotalia.com, bar@palazzotalia.com","+39 06 692521, +3906692521, +39 06692521"
"Caffè & Libri – Coffee Bar, Cocktails & Books","Rome, Italy","Piazza dell'Orologio, 14, 00186 Roma RM, Italy",06 8913 3054,https://www.caffelibri.it/,caffelibri.it,4.1,393.0,bar,utente@dominio.com,,,,utente@dominio.com,"02420824667-, 091 41 21 41, 09 49 21 49"
Bar Paradisi,"Rome, Italy","Via della Marranella, 40, 00176 Roma RM, Italy",,,,4.3,22.0,bar,,,,,,
A e J Longue Bar,"Rome, Italy","Via delle Muratte, 93, 00187 Roma RM, Italy",,,,1.4,27.0,bar,,,,,,
Snack bar gran brazil,"Rome, Italy","Via Sergio I, 14, 00165 Roma RM, Italy",,https://www.instagram.com/barcorradi?igsh=cm1taHlneDUwcTl5,instagram.com,4.9,35.0,bar,,,,,,
Bufarella Caffe BAR BISTROT,"Rome, Italy","Via Appia Nuova, 266, Via Don Orione, 1/7, 00183 Roma RM, Italy",392 809 8254,,,4.2,9.0,bar,,,,,,
King Bar Gelateria Caffe,"Rome, Italy","Viale Angelico, 73, 00195 Roma RM, Italy",06 372 9119,,,4.7,37.0,bar,,,,,,
Bar Pasticceira,"Rome, Italy","Via Portuense, 834, 00148 Roma RM, Italy",06 655 2938,,,4.8,17.0,bar,,,,,,
Bar Latteria,"Rome, Italy","Via Prenestina, 190, 00176 Roma RM, Italy",06 8934 5264,,,4.5,50.0,bar,,,,,,
LEVEL PRATI -Cocktail Bar-Event-Burger-Pizza-Musei Vaticani-prati-NFL-NBA,"Rome, Italy","Via Silla, 76, 00192 Roma RM, Italy",,,,4.8,140.0,bar,,,,,,
Sfornabontà - BAR & TAVOLA CALDA,"Rome, Italy","Viale Giovanni Battista Valente, 190, 00177 Roma RM, Italy",06 2149 0356,https://sfornabonta.eu/,sfornabonta.eu,3.9,19.0,bar,,,,,,
New Bar Marconi,"Rome, Italy","Via Francesco Marconi, 26, 00168 Roma RM, Italy",06 9021 5820,,,4.5,23.0,bar,,,,,,
Al Sipario Bar,"Rome, Italy","Via Sistina, 140, 00187 Roma RM, Italy",06 4201 1003,,,4.7,197.0,bar,,,,,,
Bar Vera,"Rome, Italy","Via di Tor Pignattara, 83, 00177 Roma RM, Italy",,,,4.1,16.0,bar,,,,,,
RAJA CHICKEN HUT & BAR,"Rome, Italy","Via Principe Amedeo, 293, 00185 Roma RM, Italy",389 211 1330,,,3.9,31.0,bar,,,,,,
Bar,"Rome, Italy","Via Eugenio Checchi, 81, 00157 Roma RM, Italy",06 4173 3088,,,4.3,9.0,bar,,,,,,
Chilly's Bar,"Rome, Italy","Chilly's Bar, Via Marco Tabarrini, 40, 00179 Roma RM, Italy",328 772 3670,,,5.0,5.0,bar,,,,,,
Sicilian bar lounge S.R.L.S,"Rome, Italy","Via Pietro Giordani, 11, 00145 Roma RM, Italy",,,,5.0,4.0,bar,,,,,,
Snack Bar,"Rome, Italy","Via del Piè di Marmo, 1, 00186 Roma RM, Italy",,,,1.9,88.0,bar,,,,,,
KIMO LOUNGE BAR,"Rome, Italy","Via Casilina, 391, 00176 Roma RM, Italy",328 722 1800,,,4.7,15.0,bar,,,,,,
Bar Shine,"Rome, Italy","Largo della Primavera, 38, 00171 Roma RM, Italy",351 068 3111,,,5.0,2.0,bar,,,,,,
Bar Sica,"Rome, Italy","Viale Palmiro Togliatti, 2, 00173 Roma RM, Italy",06 7290 2197,,,2.8,32.0,bar,,,,,,
Bar kerso,"Rome, Italy","Via Cherso, 34, 00177 Roma RM, Italy",351 583 8361,,,4.8,6.0,bar,,,,,,
Caspian Bar di Dabiri Farhad,"Rome, Italy","Via Cassia, 706, 00189 Roma RM, Italy",06 3325 3928,,,4.4,111.0,bar,,,,,,
Gran Bar Scacco Matto,"Rome, Italy","Viale Giulio Agricola, 90, 00174 Roma RM, Italy",06 7154 5450,,,4.4,71.0,bar,,,,,,
Hotel Artis,"Rome, Italy","Via Roberto Fancelli, 3, 00169 Roma RM, Italy",06 2326 7789,https://www.hotelartisrome.com/,hotelartisrome.com,3.9,1462.0,hotel,,,,,,"+39 06 23267789, +39 06 23260176"
Hotel Virgilio,"Rome, Italy","Via Palermo, 30, 00184 Roma RM, Italy",06 488 4360,http://www.hotelvirgilio.it/,hotelvirgilio.it,4.3,1143.0,hotel,info@hotelvirgilio.it,https://www.facebook.com/HotelVirgilioRome,https://www.instagram.com/hotelvirgiliorome,,"info@hotelvirgilio.it, pantheoninvest@legalmail.it","05 19 19 0 0, 0324992875936, 000000000000001"
Hotel Hiberia Rome,"Rome, Italy","Via Ventiquattro Maggio, 8, 00187 Roma RM, Italy",06 678 7560,http://www.hotelhiberia.it/,hotelhiberia.it,4.4,1419.0,hotel,info@hotelhiberia.it,https://www.facebook.com/HotelHiberia,https://www.instagram.com/hotelhiberia/,,"info@hotelhiberia.it, gestincomingsrl@legalmail.it","059-4146-9, 000000000000001, +39 06 678 7560"
Best Western Hotel Astrid,"Rome, Italy","Largo Antonio Sarti, 4, 00196 Roma RM, Italy",06 323 6371,http://www.hotelastrid.com/,hotelastrid.com,4.0,1208.0,hotel,info@hotelastrid.com,https://www.facebook.com/hotelastridroma?fref=ts,,,info@hotelastrid.com,"08 187 708 17, 00 846 817 84, 00 288 817 28"
Ginevra Palace Hotel,"Rome, Italy","Via San Giovanni della Croce, 35, 00166 Roma RM, Italy",06 8339 3163,http://www.ginevrapalacehotel.it/,ginevrapalacehotel.it,3.4,1018.0,hotel,info@ginevrapalacehotel.it,https://www.facebook.com/Parkhotelginevra,https://www.instagram.com/park.hotel.ginevra/,,info@ginevrapalacehotel.it,"0466961860657, 06 66514090, 04096244356"
Hotel Villa Rosa,"Rome, Italy","Via Giovanni Prati, 1, 00152 Roma RM, Italy",06 588 3643,http://www.hotelvillarosaroma.eu/,hotelvillarosaroma.eu,3.6,1767.0,hotel,,,,,,
Roma Boutique Hotel,"Rome, Italy","Via Toscana, 1, 00187 Roma RM, Italy",06 4201 2023,http://www.romaboutiquehotel.com/,romaboutiquehotel.com,4.0,254.0,hotel,info@romaboutiquehotel.it,https://www.facebook.com/pages/Roma-Boutique-/108376059231529?ref=stream&viewer_id=0&rf=184281874947607,,,info@romaboutiquehotel.it,"+39 06 42392089, 08217141004, 08376059231529"
Hotel Ponte Milvio,"Rome, Italy","Via della Farnesina, 23, 00135 Roma RM, Italy",06 3397 4309,http://www.hotelpontemilvio.com/,hotelpontemilvio.com,4.5,523.0,hotel,info@hotelpontemilvio.com,https://www.facebook.com/hotelpontemilvio,https://www.instagram.com/hotelpontemilvio/,,"infohpm@beyouhotel.it, info@hotelpontemilvio.com","0633974309, 024-05-21 11, 026-01-14 20"
Hotel San Giovanni,"Rome, Italy","Via Licia, 7, 00183 Roma RM, Italy",06 6401 1405,https://www.hotelsangiovanniroma.it/,hotelsangiovanniroma.it,4.5,838.0,hotel,info@hotelsangiovanniroma.it,https://www.facebook.com/hotelsangiovanniroma/,,,info@hotelsangiovanniroma.it,"05662584824, 05836118, 00965951583142"
Daplace - La Locanda di Piazza del Popolo,"Rome, Italy","Via Gian Domenico Romagnosi, 3, 00196 Roma RM, Italy",351 403 5476,https://book.staydaplace.com/roma/locanda-piazza-del-popolo,book.staydaplace.com,4.1,310.0,hotel,,,https://www.instagram.com/staydaplace,,,"092621852, 092789899, 092725285"
Roma Resort Termini,"Rome, Italy","Via Giovanni Amendola, 58, 00185 Roma RM, Italy",347 761 9487,http://www.bookingromaresort.com/strutture-ricettive/resort-termini/,bookingromaresort.com,3.0,640.0,hotel,,,,,"info@romaresortcolosseum.com, backofficeromaresort@gmail.com, info@bookingromaresort.com","018-06-13 08, 0832886 38, 079157 54"
Hotel St. Martin,"Rome, Italy","Via S. Martino della Battaglia, 58, 00185 Roma RM, Italy",06 8401 0200,https://www.stmartinroma.com/?utm_source=gbp&utm_medium=organic,stmartinroma.com,4.2,675.0,hotel,info.hsm@omniahotels.com,https://www.facebook.com/hotelstmartinomnia/,https://www.instagram.com/hotelstmartin/,https://it.linkedin.com/company/omniahotels,info.hsm@omniahotels.com,"0260209150334, 05263158, 0589224649482"
Adesso Hotel,"Rome, Italy","Via Guido Mazzoni, 18-28, 00162 Roma RM, Italy",06 878088,https://www.adessohotel.it/,adessohotel.it,4.6,706.0,hotel,reservation@adessohotel.it,https://www.facebook.com/profile.php?id=100091411310601,https://www.instagram.com/adessohotel/,http://www.linkedin.com/company/ad%C3%A8sso-hotel,"info@adessohotel.it, reservation@adessohotel.it","026-03-31 11, 026-03-31 12, 0000-00-00"
Hilton Garden Inn Rome Colosseum,"Rome, Italy","Via Emanuele Filiberto, 173, 00185 Roma RM, Italy",06 770121,https://www.hilton.com/en/hotels/ciaiygi-hilton-garden-inn-rome-colosseum/?SEO_id=GMB-EMEA-GI-CIAIYGI,hilton.com,4.3,2113.0,hotel,,,,,,
Radio Hotel,"Rome, Italy","Via Antonio Pacinotti, 8e, 00146 Roma RM, Italy",06 558 0892,http://www.radiohotelroma.com/,radiohotelroma.com,3.3,768.0,hotel,radiohotelroma@gmail.com,https://www.facebook.com/RadioHotelRoma,https://www.instagram.com/radio_hotel_roma/,,radiohotelroma@gmail.com,"08 187 708 17, 00 846 817 84, 00 288 817 28"
Imperial Rooms,"Rome, Italy","Via di S. Giovanni in Laterano, 10, 00184 Roma RM, Italy",06 9799 6832,http://www.imperialrooms.com/,imperialrooms.com,4.1,186.0,hotel,info@imperialrooms.com,,,,info@imperialrooms.com,"08 187 708 17, +390697996832, 00 288 817 28"
Hotel Abruzzi,"Rome, Italy","Piazza della Rotonda, 69, 00186 Roma RM, Italy",06 9784 1351,https://www.hotelabruzzi.it/,hotelabruzzi.it,4.7,577.0,hotel,info@hotelabruzzi.it,https://www.facebook.com/hotelabruzziroma,,,info@hotelabruzzi.it,"+39 06 97841351, +39 06 69788076, 004450008"
Hotel Adriatic,"Rome, Italy","Via Giovanni Vitelleschi, 25, 00193 Roma RM, Italy",06 6880 8080,http://www.adriatichotel.com/,adriatichotel.com,3.8,683.0,hotel,info@adriatichotel.com,http://www.facebook.com/adriatichotel,,,info@adriatichotel.com,"+390668808080, 076923076923, 05901251008"
Hotel Valle Rome,"Rome, Italy","Via Cavour, 134, 00184 Roma RM, Italy",06 481 5736,https://www.hotelvalle.it/,hotelvalle.it,2.6,834.0,hotel,,https://it-it.facebook.com/HotelValleRoma,https://www.instagram.com/hotel_valle_roma_/,,,"+39 06 4815736, +39 0123456789, 064885837"
Hotel California,"Rome, Italy","Via Principe Amedeo, 39, 00185 Roma RM, Italy",06 482 2002,https://www.hotelcaliforniaroma.it/,hotelcaliforniaroma.it,3.8,1484.0,hotel,,,,,,"+39 064817575, +39 00 00000000, 08083571003"
Caravel Hotel - 4 stars,"Rome, Italy","Via Cristoforo Colombo, 124, 00147 Roma RM, Italy",06 518 0789,http://www.hotelcaravel.it/,hotelcaravel.it,4.1,1946.0,hotel,info@hotelcaravel.it,https://www.facebook.com/hotelcaravel/,https://www.instagram.com/hotelcaravel/,,info@hotelcaravel.it,"00879791002 -, +39065180789, +39 06 5180789"
Idea Hotel,"Rome, Italy","Via Attilio Benigni, 7, 00156 Roma RM, Italy",06 4561 0700,https://sotelnomentana.com/,sotelnomentana.com,3.0,1332.0,hotel,info@sotelnomentana.com,https://www.facebook.com/sotelromanomentana/,https://www.instagram.com/ideahotelroma/,,info@sotelnomentana.com,"00180389396, 05037 379, 03365285"
Hotel Trevi,"Rome, Italy","Vicolo del Babuccio, 20/21, 00187 Roma RM, Italy",06 7984 4142,https://www.hoteltrevirome.com/,hoteltrevirome.com,3.8,1250.0,hotel,info@hoteltrevirome.com,https://www.facebook.com/trevihotelroma/,https://www.instagram.com/hoteltrevi/,,info@hoteltrevirome.com,"04-402-5290, +39 06 6789563, +390679844142"
Hotel Tuscolana,"Rome, Italy","Via Tuscolana, 185, 00182 Roma RM, Italy",06 702 2653,http://www.hoteltuscolana.com/it/,hoteltuscolana.com,4.4,187.0,hotel,info@hoteltuscolana.it,https://www.facebook.com/Hotel-Tuscolana-1882741175070868/,,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.hoteltuscolana.com%2Fit&title=Albergo%203%20stelle%2C%20offerte%20speciali%2C%20WiFi%20gratuita%20Roma%20centro,"mario.rossi@miodominioemail.com, info@hoteltuscolana.it","06791533, 024-01-20 15, 025-10-01 15"
Trastevere Roma | UNA Esperienze,"Rome, Italy","Via Emilio Morosini, 27, 00153 Roma RM, Italy",06 510321,https://www.unaitalianhospitality.com/it/soggiorni/trastevere-roma-una-esperienze,unaitalianhospitality.com,4.4,537.0,hotel,Hotel.TheOne@unahotels.it,https://www.facebook.com/UNAEsperienze,https://www.instagram.com/una_esperienze/,https://www.linkedin.com/company/gruppouna/,"Hotel.Vittoria@unahotels.it, Hotel.DecoRoma@unahotels.it, hotel.naxosbeach@unahotels.it","07410980150 -, 00849180153 -, 022983237"
Best Western Hotel Royal Santina,"Rome, Italy","Via Marsala, 22, 00185 Roma RM, Italy",06 448751,https://www.hotelroyalsantina.com/?utm_source=google&utm_medium=organic&utm_campaign=localmarketing,hotelroyalsantina.com,4.3,2079.0,hotel,,https://www.facebook.com/BestWesternPremierHotelRoyalSantina/,https://www.instagram.com/hotelroyalsantinaroma/,https://www.linkedin.com/company/bestwesternpremier-hotelroyalsantina,,"08 187 708 17, 096-8247-1, 00 288 817 28"
Hotel Zone,"Rome, Italy","Via Alfredo Fusco, 118, 00136 Roma RM, Italy",06 3540 4111,http://www.zonehotel.com/,zonehotel.com,4.0,1187.0,hotel,info@zonehotel.com,https://www.facebook.com/hotel.zone.roma/,https://www.instagram.com/hotel.zone/,,info@zonehotel.com,"00826466-9, 06569418, +390635404111"
Best Western Hotel Globus,"Rome, Italy","Viale Ippocrate, 119, 00161 Roma RM, Italy",06 445 7001,https://www.globushotel.com/,globushotel.com,4.2,2112.0,hotel,info@globushotel.com,https://www.facebook.com/bwglobushotelroma,https://www.instagram.com/bwglobusroma/,,info@globushotel.com,"04 846 713 82, 00 288 817 28, 08 863 321 87"
Best Western Ars Hotel,"Rome, Italy","Via Monte Altissimo, 20-24, 00141 Roma RM, Italy",06 8718 0200,http://www.arshotel.com/,arshotel.com,3.8,692.0,hotel,arshotel.rm@bestwestern.it,https://www.facebook.com/arshotel/,https://www.instagram.com/bwarshotelroma/,,arshotel.rm@bestwestern.it,"01090401009, 08 42 237 42, 00 846 817 84"
Mecenate Palace Hotel,"Rome, Italy","Via Carlo Alberto, 3, 00185 Roma RM, Italy",06 4470 2024,https://en.mecenatepalace.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&partner=8122,en.mecenatepalace.com,4.2,1068.0,hotel,info@mecenatepalace.com,https://www.facebook.com/mecenate.palace.hotel/?locale=it_IT,https://www.instagram.com/explore/locations/242436717/mecenate-palace-hotel-roma/,,info@mecenatepalace.com,"0307887115, 00222026, 00220 0 28 28"
Residenza Paolo VI Hotel,"Rome, Italy","Via Paolo VI, 29, 00193 Roma RM, Italy",06 684870,http://www.residenzapaolovi.com/,residenzapaolovi.com,4.5,696.0,hotel,,https://www.facebook.com/ResidenzaPaoloVI,https://www.instagram.com/residenzasanpaolovi/,,,"017590585, +39 06 68 48 70, 0118479849712"
Hotel San Anselmo,"Rome, Italy","Piazza di Sant'Anselmo, 2, 00153 Roma RM, Italy",06 570057,https://www.aventinohotels.com/,aventinohotels.com,4.6,655.0,hotel,info@aventinohotels.com,https://it-it.facebook.com,,,"info@aventinohotels.com, info@hotelvillasanlorenzo.it","+39 06 570057, +3906570057, 017803234"
